date,buy/sell oil,buy/sell futures,storage, cash ,futures position,debt_over_oil,pnl,oil_spot,oil_futures
20050613,10000,0,20000,29015426.40,480000,0,893760,55.77857349,58.65543954
20050614,10000,0,20000,28771027.63,480000,0,-246720,55.15598418,58.14091996
20050615,10000,0,20000,28799729.31,480000,0,26400,55.717947,58.1960916
20050616,10000,0,20000,29188433.29,480000,0,386400,56.74232309,59.00247452
20050617,10000,0,20000,29873328.36,480000,0,682560,58.6402096,60.42743512
20050620,10000,0,20000,30186758.23,480000,0,311040,59.53380366,61.0766674
20050621,10000,0,20000,29831093.17,480000,0,-358080,59.07203951,60.32985366
20050622,10000,0,20000,29487879.66,480000,0,-345600,58.00701573,59.60872579
20050623,10000,0,20000,30032158.69,480000,0,541920,59.39284738,60.73937234
20050624,10000,0,20000,30257281.26,480000,0,222720,59.81434887,61.20411301
20050627,10000,0,20000,30703221.84,480000,0,443520,60.70805315,62.1303398
20050628,10000,0,20000,29891598.10,480000,0,-814080,58.35756515,60.43164388
20050629,10000,0,20000,29550309.43,480000,0,-343680,57.41323705,59.71410406
20050630,10000,0,20000,29316993.45,480000,0,-235680,56.64986418,59.22205646
20050701,10000,0,20000,30121898.81,480000,0,802560,58.91817674,60.89625234
20050705,10000,0,20000,30811188.57,480000,0,686880,59.76144388,62.32982551
20050706,10000,0,20000,31382933.46,480000,0,569280,61.45827295,63.5183122
20050707,10000,0,20000,31169444.10,480000,0,-216000,60.90614381,63.06850867
20050708,10000,0,20000,30771137.65,480000,0,-400800,60.90584517,62.23150305
20050711,10000,0,20000,30514399.34,480000,0,-259200,59.09735642,61.69039584
20050712,10000,0,20000,31087080.49,480000,0,570240,59.09716361,62.88029488
20050713,10000,0,20000,30803007.46,480000,0,-286560,60.18142669,62.28248466
20050714,10000,0,20000,29816671.70,480000,0,-988800,57.96191376,60.21863047
20050715,10000,0,20000,29920337.04,480000,0,101280,58.25273876,60.42883959
20050718,10000,0,20000,29659210.66,480000,0,-263520,57.479493,59.87869644
20050719,10000,0,20000,29778703.40,480000,0,117120,57.61957764,60.12296311
20050720,10000,0,20000,29573245.70,480000,0,-207840,56.87569112,59.68907509
20050721,10000,0,20000,29218011.55,480000,0,-357600,55.63036939,58.94229058
20050722,10000,0,20000,29812669.00,480000,0,592320,56.80479621,60.17808687
20050725,10000,0,20000,30027694.01,480000,0,212640,56.15223118,60.6221032
20050726,10000,0,20000,30216336.22,480000,0,186240,59.36291054,61.01083126
20050727,10000,0,20000,30360353.53,480000,0,141600,59.27265684,61.30667586
20050728,10000,0,20000,30782782.36,480000,0,420000,60.1058222,62.1831615
20050729,10000,0,20000,31127484.98,480000,0,342240,60.73835326,62.89794782
20050801,10000,0,20000,31648375.18,480000,0,518400,61.74261698,63.97975312
20050802,10000,0,20000,31801627.05,480000,0,150720,62.06439346,64.06559564
20050803,10000,0,20000,31399051.18,480000,0,-405120,61.02991172,63.22036751
20050804,10000,0,20000,31479803.11,480000,0,78240,61.55188928,63.38358508
20050805,10000,0,20000,31766961.49,480000,0,284640,62.48533736,63.97747781
20050808,10000,0,20000,32069022.85,480000,0,299520,64.12201269,64.6020713
20050809,10000,-50000,20000,31835267.47,430000,0,-234720,63.24866522,64.63917077
20050810,10000,50000,20000,32416679.64,480000,0,580500,65.08539551,65.46420102
20050811,10000,0,20000,32497512.97,480000,0,78240,65.98963755,65.62757191
20050812,10000,0,20000,32493872.78,480000,0,-6240,67.05377399,65.61463555
20050815,10000,0,20000,32800312.29,480000,0,303840,66.46150634,66.24852875
20050816,10000,0,20000,32866776.31,480000,0,63840,66.27040302,66.38184935
20050817,10000,0,20000,31794205.65,480000,0,-1075200,63.42844676,64.13894849
20050818,10000,0,20000,31766989.19,480000,0,-29760,63.44818108,64.07645557
20050819,10000,0,20000,32388250.55,480000,0,618720,65.53579234,65.36701526
20050822,10000,0,20000,32431641.61,480000,0,40800,65.63632936,65.45212885
20050823,10000,0,20000,32720316.14,480000,0,286080,65.54575234,66.0489258
20050824,10000,0,20000,33556213.76,480000,0,833280,67.26265169,67.78759484
20050825,10000,0,20000,33699058.26,480000,0,140160,67.48336932,68.08024564
20050826,10000,0,20000,33147354.19,480000,0,-554400,66.31835524,66.92388502
20050829,10000,0,20000,33371765.97,480000,0,221760,67.3923505,67.38690818
20050830,10000,0,20000,33807395.72,480000,0,432960,70.0130531,68.29052784
20050831,10000,0,20000,33725140.31,480000,0,-84960,69.13946084,68.11337106
20050901,10000,0,20000,34043198.32,480000,0,315360,69.67115242,68.77128699
20050902,10000,0,20000,33511201.77,480000,0,-534720,67.76291097,67.65585682
20050906,10000,0,20000,33245562.67,480000,0,-268320,66.14587389,67.09604849
20050907,10000,0,20000,32688062.32,480000,0,-560160,64.54900791,65.92710364
20050908,10000,0,20000,32823157.36,480000,0,132480,64.66869595,66.20323793
20050909,10000,0,20000,32565143.21,480000,0,-260640,64.25701517,65.65915666
20050912,10000,0,20000,32214468.43,480000,0,-353280,63.51381542,64.92197141
20050913,10000,0,20000,32071125.58,480000,0,-145920,63.28268919,64.6168508
20050914,10000,0,20000,32794651.27,480000,0,720960,65.26977383,66.12060661
20050915,10000,0,20000,32736794.84,480000,0,-60480,64.92868327,65.99437822
20050916,10000,0,20000,32016053.79,480000,0,-723360,63.17085273,64.48493864
20050919,10000,0,20000,33245975.07,480000,0,1227360,67.57550795,67.04526994
20050920,10000,0,20000,32898234.75,480000,0,-350400,66.41130644,66.31438977
20050921,10000,0,20000,33054466.61,480000,0,153600,66.93309419,66.63479582
20050922,10000,0,20000,33186230.97,480000,0,129120,66.64201484,66.90420599
20050923,10000,0,20000,32508725.87,480000,0,-680160,64.51282536,65.48503548
20050926,10000,0,20000,32983646.56,480000,0,472320,65.99772536,66.47021093
20050927,10000,0,20000,32851885.25,480000,0,-134400,65.23487837,66.18977726
20050928,10000,0,20000,33138673.41,480000,0,284160,66.52965817,66.78254158
20050929,10000,0,20000,32871084.50,480000,0,-270240,66.97115381,66.2188373
20050930,10000,0,20000,33003794.19,480000,0,130080,66.41914494,66.49013902
20051003,10000,0,20000,32607554.49,480000,0,-398880,65.6459169,65.65801747
20051004,10000,0,20000,32040403.09,480000,0,-569760,64.06951238,64.46918902
20051005,10000,0,20000,31731446.33,480000,0,-311520,62.95480568,63.81910282
20051006,10000,0,20000,30918944.84,480000,0,-815040,61.51853587,62.11765885
20051007,10000,0,20000,31241578.36,480000,0,320160,62.00001032,62.78523503
20051011,10000,0,20000,31864237.68,480000,0,620160,63.6960518,64.07864079
20051012,10000,0,20000,31928226.82,480000,0,61440,64.28855785,64.20668621
20051013,10000,0,20000,31579901.08,480000,0,-350880,63.24435912,63.47444106
20051014,10000,0,20000,31027067.47,480000,0,-555360,62.79259431,62.31584595
20051017,10000,0,20000,31349709.64,480000,0,320160,64.52859448,62.98348664
20051018,10000,0,20000,30593817.62,480000,0,-758400,63.36426855,61.40023839
20051019,10000,0,20000,30181545.12,480000,0,-414720,62.57101916,60.53497331
20051020,10000,0,20000,29785079.64,480000,0,-398880,61.18555276,59.70270415
20051021,10000,0,20000,30356742.45,480000,0,569280,61.33495661,60.88981449
20051024,10000,0,20000,30309250.99,480000,0,-49920,61.27466156,60.78529698
20051025,10000,0,20000,31359515.73,480000,0,1047840,63.20179918,62.97091657
20051026,10000,0,20000,30843144.49,480000,0,-518880,60.81234309,61.88872723
20051027,10000,0,20000,30912331.94,480000,0,66720,61.24357244,62.0278639
20051028,10000,0,20000,30862964.93,480000,0,-51840,61.37397794,61.91970934
20051031,10000,0,20000,30495833.97,480000,0,-369600,59.90855049,61.14825523
20051101,10000,0,20000,30627393.63,480000,0,129120,59.99814339,61.4175128
20051102,10000,0,20000,30721043.83,480000,0,91200,59.89765329,61.60765836
20051103,10000,0,20000,31556301.51,480000,0,832800,61.93497561,63.34486621
20051104,10000,0,20000,31065866.01,480000,0,-492960,60.73012966,62.31678269
20051107,10000,0,20000,30678591.28,480000,0,-389760,59.61561477,61.50351548
20051108,10000,0,20000,30762645.57,480000,0,81600,59.85632843,61.6736731
20051109,10000,0,20000,30345586.58,480000,0,-419520,59.07358208,60.79818448
20051110,10000,0,20000,29970734.23,480000,0,-377280,57.93909778,60.01098363
20051114,10000,0,20000,29833931.89,480000,0,-139200,57.82860783,59.72049352
20051115,10000,0,20000,29569918.60,480000,0,-266400,57.11603558,59.16436859
20051116,10000,0,20000,29901084.19,480000,0,328800,58.01885225,59.84998068
20051117,10000,0,20000,29583796.28,480000,0,-319680,56.47331142,59.1829527
20051118,10000,0,20000,29742642.99,480000,0,156480,56.47293181,59.50916177
20051121,10000,0,20000,30022942.40,480000,0,277920,57.3355587,60.08871071
20051122,10000,0,20000,30332544.23,480000,0,307200,58.58009356,60.72941154
20051123,10000,0,20000,30211130.84,480000,0,-123840,58.6000493,60.47064345
20051128,10000,0,20000,29763307.73,480000,0,-450240,57.4959607,59.53075097
20051129,10000,0,20000,29559288.79,480000,0,-206400,56.63273006,59.10004781
20051130,10000,0,20000,30013333.53,480000,0,451680,57.45528551,60.04208521
20051201,10000,0,20000,30544694.60,480000,0,528960,58.60946908,61.14660726
20051202,10000,0,20000,31006498.18,480000,0,459360,59.46220425,62.10497679
20051205,10000,0,20000,31390578.70,480000,0,381600,60.05426078,62.90112897
20051206,10000,0,20000,31363809.94,480000,0,-29280,60.08445293,62.84044296
20051207,10000,0,20000,31248239.05,480000,0,-118080,59.3519348,62.59428701
20051208,10000,0,20000,31932818.91,480000,0,682080,60.80662667,64.01737229
20051209,10000,0,20000,31443853.53,480000,0,-491520,59.53242931,62.9922946
20051212,10000,0,20000,32147649.04,480000,0,701280,61.44856276,64.45527623
20051213,10000,0,20000,32144460.85,480000,0,-5760,61.51892952,64.44349187
20051214,10000,0,20000,32024152.41,480000,0,-122880,60.99724884,64.18734047
20051215,10000,0,20000,31832314.34,480000,0,-194400,60.13391368,63.78185688
20051216,10000,0,20000,30966540.93,480000,0,-868320,58.19637387,61.96998252
20051219,10000,0,20000,30538938.25,480000,0,-430080,57.47390489,61.07268431
20051220,10000,0,20000,30526021.36,480000,0,-15360,58.11567283,61.03951985
20051221,10000,0,20000,30677743.45,480000,0,149280,58.4968869,61.35073656
20051222,10000,0,20000,30574117.67,480000,0,-106080,58.36650005,61.12930568
20051223,10000,0,20000,30587603.59,480000,0,11040,58.21593787,61.1522048
20051227,10000,0,20000,30457090.60,480000,0,-132960,58.28602424,60.87467586
20051228,10000,0,20000,31192007.17,480000,0,732480,59.95152802,62.40249651
20051229,10000,0,20000,31516582.53,480000,0,322080,60.45350812,63.07455232
20051230,10000,0,20000,31926623.86,480000,0,407520,61.17615025,63.92653697
20060103,10000,0,20000,32940057.99,480000,0,1010880,63.29371248,66.03568078
20060104,10000,0,20000,32985413.19,480000,0,42720,63.57454896,66.12496042
20060105,10000,0,20000,32669812.03,480000,0,-318240,62.94246429,65.46134473
20060106,10000,0,20000,33166345.61,480000,0,493920,64.36725137,66.49180923
20060109,10000,0,20000,33070598.92,480000,0,-98400,63.65479423,66.28670841
20060110,10000,0,20000,33127964.57,480000,0,54720,63.52409682,66.40090787
20060111,10000,0,20000,33174294.80,480000,0,43680,64.09576998,66.49210778
20060112,10000,0,20000,33221588.75,480000,0,44640,64.09576621,66.58526242
20060113,10000,0,20000,33333686.47,480000,0,109440,64.07563758,66.81362114
20060117,10000,0,20000,34272833.17,480000,0,936480,66.47420326,68.76735215
20060118,10000,0,20000,34027895.00,480000,0,-247680,65.90222372,68.25109844
20060119,10000,0,20000,34416537.23,480000,0,385920,66.99570065,69.05625738
20060120,10000,0,20000,34937690.55,480000,0,518400,68.52127047,70.13854024
20060123,10000,0,20000,34899685.56,480000,0,-40800,68.01951508,70.05361198
20060124,10000,0,20000,34532397.54,480000,0,-370080,66.90508887,69.2817015
20060125,10000,0,20000,34073400.13,480000,0,-461760,65.51147703,68.31830729
20060126,10000,0,20000,34274366.00,480000,0,198240,66.42311361,68.73163877
20060127,10000,0,20000,34979347.95,480000,0,702240,67.92848646,70.19653235
20060130,10000,0,20000,35282146.30,480000,0,300000,68.52074776,70.82249162
20060131,10000,0,20000,35267208.87,480000,0,-17760,68.08914888,70.78562584
20060201,10000,0,20000,34777550.25,480000,0,-492480,66.72379661,69.75840882
20060202,10000,0,20000,34057932.45,480000,0,-722400,64.83660364,68.25063865
20060203,10000,0,20000,34385617.09,480000,0,324960,65.52861744,68.92830477
20060206,10000,0,20000,34459407.94,480000,0,71040,65.26779085,69.07635541
20060207,10000,0,20000,33758004.69,480000,0,-704160,63.23997339,67.60738521
20060208,10000,0,20000,33406945.33,480000,0,-353760,62.69813224,66.86916784
20060209,10000,0,20000,33378417.89,480000,0,-31200,62.7679132,66.80341158
20060210,10000,0,20000,33200128.16,480000,0,-180960,61.98521188,66.42570151
20060213,10000,0,20000,32999744.17,480000,0,-203040,61.382971,66.00157482
20060214,10000,0,20000,32505584.15,480000,0,-496800,59.70648364,64.96505033
20060215,10000,0,20000,31912024.60,480000,0,-596160,57.77971873,63.71986074
20060216,10000,0,20000,32249617.56,480000,0,335040,58.59197529,64.41835384
20060217,10000,0,20000,32760997.53,480000,0,508800,60.01675863,65.48004831
20060221,10000,0,20000,33344898.41,480000,0,581280,61.24113073,66.6927385
20060222,10000,0,20000,32906446.00,480000,0,-441120,58.14087498,65.77278085
20060223,10000,0,20000,32994038.51,480000,0,84960,58.45146754,65.95003759
20060224,10000,0,20000,33741158.04,480000,0,744480,62.65473106,67.50368934
20060227,0,0,10000,33774497.33,480000,0,-579360,60.3079178,66.29527124
20060228,10000,10000,10000,34047585.34,490000,0,270720,60.71323381,66.85984264
20060301,10000,0,10000,34348229.15,490000,0,297920,62.11328132,67.50848244
20060302,10000,0,10000,34951717.01,490000,0,600740,63.50808537,68.73795985
20060303,10000,0,10000,35062313.15,490000,0,107800,63.81901493,68.96000021
20060306,10000,0,10000,34415868.13,490000,0,-649250,62.54453678,67.63186223
20060307,10000,0,10000,33874721.40,490000,0,-543900,61.72172285,66.51865192
20060308,10000,0,10000,33284531.38,490000,0,-592900,60.15629698,65.30504795
20060309,10000,0,10000,33611084.14,490000,0,323890,60.60730473,65.96742685
20060310,10000,0,10000,33316833.03,490000,0,-296940,60.0956798,65.35971465
20060313,10000,0,10000,34035878.38,490000,0,716380,61.91120512,66.82510174
20060314,10000,0,10000,34745671.25,490000,0,707070,63.24608575,68.27204126
20060315,10000,0,10000,34084500.90,490000,0,-663950,62.3120496,66.91367203
20060316,10000,0,10000,34580167.66,490000,0,492940,63.71652656,67.92187449
20060317,10000,0,10000,34208084.07,490000,0,-374850,62.9136237,67.15481451
20060320,10000,0,10000,33424370.72,490000,0,-786450,60.56541706,65.54528596
20060321,10000,0,10000,33703894.67,490000,0,276850,60.70564507,66.11150958
20060322,10000,0,10000,33462080.98,490000,0,-244510,60.9061587,65.61119963
20060323,10000,0,10000,34117927.95,490000,0,653170,63.55439817,66.9473244
20060324,10000,0,10000,34198567.38,490000,0,77910,64.09602984,67.10684116
20060327,10000,0,10000,34213063.27,490000,0,11760,64.30692756,67.13094708
20060328,10000,0,10000,34926300.31,490000,0,710500,66.22290675,68.58433622
20060329,10000,0,10000,35160374.42,490000,0,231280,66.60429006,69.05762083
20060330,10000,0,10000,35603207.25,490000,0,440020,67.30659406,69.95823468
20060331,10000,0,10000,35511485.50,490000,0,-94570,66.80509889,69.7646745
20060403,10000,0,10000,35540786.42,490000,0,26460,66.90522477,69.81865503
20060404,10000,0,10000,35511289.68,490000,0,-32340,66.39353416,69.7524523
20060405,10000,0,10000,35748350.59,490000,0,234220,67.23596616,70.23149905
20060406,10000,0,10000,35960930.46,490000,0,209720,68.10887909,70.66063623
20060407,10000,0,10000,35927547.33,490000,0,-36260,67.55718494,70.58641574
20060410,10000,0,10000,36579671.53,490000,0,649250,68.91165643,71.9146496
20060411,10000,0,10000,36816327.91,490000,0,233730,69.15230181,72.39280498
20060412,10000,0,10000,36778603.21,490000,0,-40670,68.79110616,72.3096678
20060413,10000,0,10000,37095145.50,490000,0,313600,69.49316057,72.95128681
20060418,10000,0,10000,38077623.11,490000,0,979510,71.52988732,74.95572476
20060419,10000,0,10000,38574099.32,490000,0,493430,72.35344736,75.96533522
20060420,10000,0,10000,38478205.25,490000,0,-98980,72.13272004,75.76274642
20060421,10000,0,10000,39120733.51,490000,0,639450,74.00897537,77.07096262
20060424,10000,0,10000,38702953.17,490000,0,-420910,70.25731691,76.20978213
20060425,10000,0,10000,38809929.40,490000,0,103880,68.54170411,76.4220985
20060426,10000,0,10000,38427404.20,490000,0,-385630,72.11439526,75.63284206
20060427,10000,0,10000,37992418.39,490000,0,-438060,71.1512508,74.73626627
20060428,10000,0,10000,38340907.78,490000,0,345450,72.0641798,75.44301072
20060502,10000,0,10000,39428345.06,490000,0,1084370,74.80311139,77.66187997
20060503,10000,0,10000,38718549.32,490000,0,-712950,72.46400159,76.20307414
20060504,10000,0,10000,37795546.81,490000,0,-926100,70.11651146,74.30810441
20060505,10000,0,10000,37918620.45,490000,0,120050,70.36709125,74.55316339
20060508,10000,0,10000,37771223.94,490000,0,-150430,69.94559404,74.24515206
20060509,10000,0,10000,38181435.64,490000,0,407190,70.86829458,75.07824889
20060510,10000,0,10000,38801890.15,490000,0,617400,72.31307435,76.34134113
20060511,10000,0,10000,39212674.30,490000,0,407680,73.50697123,77.17535244
20060512,10000,0,10000,38643001.32,490000,0,-572810,72.22229843,76.00350638
20060515,10000,0,10000,37497042.76,490000,0,-1149050,69.58291275,73.65190351
20060516,10000,0,10000,37351572.52,490000,0,-148470,69.7030253,73.347921
20060517,10000,0,10000,37037530.65,490000,0,-317030,69.70251186,72.69898482
20060518,10000,0,10000,37390353.65,490000,0,349860,69.62217101,73.41469184
20060519,10000,0,10000,37000364.88,490000,0,-392980,68.69901326,72.61053194
20060522,10000,0,10000,37152774.91,490000,0,149450,69.39095178,72.91615132
20060523,10000,0,10000,37835377.13,490000,0,679630,71.67869857,74.30658522
20060524,10000,0,10000,37039703.96,490000,0,-798700,69.87252677,72.67275589
20060525,10000,0,10000,37569907.14,490000,0,527240,71.28677498,73.75099473
20060526,10000,0,10000,37670422.73,490000,0,97510,71.53766028,73.95046355
20060530,10000,0,10000,37930686.36,490000,0,257250,72.19964201,74.47689521
20060531,10000,0,10000,37784760.82,490000,0,-148960,71.4573379,74.171833
20060601,10000,0,10000,37343843.60,490000,0,-443940,70.50386452,73.26342065
20060602,10000,0,10000,38095551.11,490000,0,748720,72.50003402,74.79505936
20060605,10000,0,10000,38410238.75,490000,0,311640,72.50016142,75.43256918
20060606,10000,0,10000,38384891.57,490000,0,-28420,72.67068284,75.37455039
20060607,10000,0,10000,37806332.36,490000,0,-581630,70.98495273,74.18458489
20060608,10000,0,10000,37646676.87,490000,0,-162680,70.51315136,73.85157219
20060609,10000,0,10000,38073538.60,490000,0,423850,71.79710899,74.71857932
20060612,10000,0,10000,37565514.48,490000,0,-511070,70.52261203,73.67274925
20060613,10000,0,10000,36658589.73,490000,0,-909930,68.71661794,71.81064668
20060614,10000,0,10000,36637512.41,490000,0,-24010,69.29806149,71.76134347
20060615,10000,0,10000,36727173.41,490000,0,86730,69.65869886,71.93857773
